VFG000349__psaE Made VFG000349__psaE into gene. strand=+, frame=0
VFG000438__spvC Made VFG000438__spvC into gene. strand=+, frame=0
VFG000439__spvB Made VFG000439__spvB into gene. strand=+, frame=0
VFG000440__spvA Made VFG000440__spvA into gene. strand=+, frame=0
VFG000441__spvR Made VFG000441__spvR into gene. strand=+, frame=0
VFG000442__rck Made VFG000442__rck into gene. strand=+, frame=0
VFG000443__fimA Made VFG000443__fimA into gene. strand=+, frame=0
VFG000444__fimI Made VFG000444__fimI into gene. strand=+, frame=0
VFG000445__fimC Made VFG000445__fimC into gene. strand=+, frame=0
VFG000446__fimD Made VFG000446__fimD into gene. strand=+, frame=0
VFG000447__fimH Made VFG000447__fimH into gene. strand=+, frame=0
VFG000448__fimF Made VFG000448__fimF into gene. strand=+, frame=0
VFG000449__fimZ Made VFG000449__fimZ into gene. strand=+, frame=0
VFG000450__fimY Made VFG000450__fimY into gene. strand=+, frame=0
VFG000451__fimW Made VFG000451__fimW into gene. strand=+, frame=0
VFG000452__lpfE Made VFG000452__lpfE into gene. strand=+, frame=0
VFG000453__lpfD Made VFG000453__lpfD into gene. strand=+, frame=0
VFG000454__lpfC Made VFG000454__lpfC into gene. strand=+, frame=0
VFG000455__lpfB Made VFG000455__lpfB into gene. strand=+, frame=0
VFG000456__lpfA Made VFG000456__lpfA into gene. strand=+, frame=0
VFG000457__csgB Made VFG000457__csgB into gene. strand=+, frame=0
VFG000458__csgA Made VFG000458__csgA into gene. strand=+, frame=0
VFG000459__csgC Made VFG000459__csgC into gene. strand=+, frame=0
VFG000460__csgE Made VFG000460__csgE into gene. strand=+, frame=0
VFG000461__csgF Made VFG000461__csgF into gene. strand=+, frame=0
VFG000462__csgG Made VFG000462__csgG into gene. strand=+, frame=0
VFG000463__sodCI Made VFG000463__sodCI into gene. strand=+, frame=0
VFG000464__sopA Made VFG000464__sopA into gene. strand=+, frame=0
VFG000465__sopB_sigD Made VFG000465__sopB_sigD into gene. strand=+, frame=0
VFG000466__sopD Made VFG000466__sopD into gene. strand=+, frame=0
VFG000467__sopE2 Made VFG000467__sopE2 into gene. strand=+, frame=0
VFG000468__sspH2 Made VFG000468__sspH2 into gene. strand=+, frame=0
VFG000469__slrP Made VFG000469__slrP into gene. strand=+, frame=0
VFG000470__sifA Made VFG000470__sifA into gene. strand=+, frame=0
VFG000471__sseJ Made VFG000471__sseJ into gene. strand=+, frame=0
VFG000474__phoQ Made VFG000474__phoQ into gene. strand=+, frame=0
VFG000475__phoP Made VFG000475__phoP into gene. strand=+, frame=0
VFG000476__grvA Made VFG000476__grvA into gene. strand=+, frame=0
VFG000477__sigma_38 Made VFG000477__sigma_38 into gene. strand=+, frame=0
VFG000478__Fur_family Made VFG000478__Fur_family into gene. strand=+, frame=0
VFG000492__ssrB Made VFG000492__ssrB into gene. strand=+, frame=0
VFG000493__ssrA Made VFG000493__ssrA into gene. strand=+, frame=0
VFG000494__spiC_ssaB Made VFG000494__spiC_ssaB into gene. strand=+, frame=0
VFG000495__ssaC Made VFG000495__ssaC into gene. strand=+, frame=0
VFG000496__ssaD Made VFG000496__ssaD into gene. strand=+, frame=0
VFG000497__ssaE Made VFG000497__ssaE into gene. strand=+, frame=0
VFG000498__sseA Made VFG000498__sseA into gene. strand=+, frame=0
VFG000499__sseB Made VFG000499__sseB into gene. strand=+, frame=0
VFG000500__sscA Made VFG000500__sscA into gene. strand=+, frame=0
VFG000501__sseC Made VFG000501__sseC into gene. strand=+, frame=0
VFG000502__sseD Made VFG000502__sseD into gene. strand=+, frame=0
VFG000503__sseE Made VFG000503__sseE into gene. strand=+, frame=0
VFG000504__sscB Made VFG000504__sscB into gene. strand=+, frame=0
VFG000505__sseF Made VFG000505__sseF into gene. strand=+, frame=0
VFG000506__sseG Made VFG000506__sseG into gene. strand=+, frame=0
VFG000507__ssaG Made VFG000507__ssaG into gene. strand=+, frame=0
VFG000508__ssaH Made VFG000508__ssaH into gene. strand=+, frame=0
VFG000509__ssaI Made VFG000509__ssaI into gene. strand=+, frame=0
VFG000510__ssaJ Made VFG000510__ssaJ into gene. strand=+, frame=0
VFG000511__ssaK Made VFG000511__ssaK into gene. strand=+, frame=0
VFG000512__ssaL Made VFG000512__ssaL into gene. strand=+, frame=0
VFG000513__ssaM Made VFG000513__ssaM into gene. strand=+, frame=0
VFG000514__ssaV Made VFG000514__ssaV into gene. strand=+, frame=0
VFG000515__ssaN Made VFG000515__ssaN into gene. strand=+, frame=0
VFG000516__ssaO Made VFG000516__ssaO into gene. strand=+, frame=0
VFG000517__ssaP Made VFG000517__ssaP into gene. strand=+, frame=0
VFG000518__ssaQ Made VFG000518__ssaQ into gene. strand=+, frame=0
VFG000519__ssaR Made VFG000519__ssaR into gene. strand=+, frame=0
VFG000520__ssaS Made VFG000520__ssaS into gene. strand=+, frame=0
VFG000521__ssaT Made VFG000521__ssaT into gene. strand=+, frame=0
VFG000522__ssaU Made VFG000522__ssaU into gene. strand=+, frame=0
VFG000529__avrA Made VFG000529__avrA into gene. strand=+, frame=0
VFG000530__sprB Made VFG000530__sprB into gene. strand=+, frame=0
VFG000531__hilC Made VFG000531__hilC into gene. strand=+, frame=0
VFG000532__orgB Made VFG000532__orgB into gene. strand=+, frame=0
VFG000533__prgK Made VFG000533__prgK into gene. strand=+, frame=0
VFG000534__prgJ Made VFG000534__prgJ into gene. strand=+, frame=0
VFG000535__prgI Made VFG000535__prgI into gene. strand=+, frame=0
VFG000536__prgH Made VFG000536__prgH into gene. strand=+, frame=0
VFG000537__hilD Made VFG000537__hilD into gene. strand=+, frame=0
VFG000538__hilA Made VFG000538__hilA into gene. strand=+, frame=0
VFG000539__iagB Made VFG000539__iagB into gene. strand=+, frame=0
VFG000540__sptP Made VFG000540__sptP into gene. strand=+, frame=0
VFG000541__sicP Made VFG000541__sicP into gene. strand=+, frame=0
VFG000542__iacP Made VFG000542__iacP into gene. strand=+, frame=0
VFG000543__sipA_sspA Made VFG000543__sipA_sspA into gene. strand=+, frame=0
VFG000544__sipD Made VFG000544__sipD into gene. strand=+, frame=0
VFG000545__sipC_sspC Made VFG000545__sipC_sspC into gene. strand=+, frame=0
VFG000546__sipB_sspB Made VFG000546__sipB_sspB into gene. strand=+, frame=0
VFG000547__sicA Made VFG000547__sicA into gene. strand=+, frame=0
VFG000548__spaS Made VFG000548__spaS into gene. strand=+, frame=0
VFG000549__spaR Made VFG000549__spaR into gene. strand=+, frame=0
VFG000550__spaQ Made VFG000550__spaQ into gene. strand=+, frame=0
VFG000551__spaP Made VFG000551__spaP into gene. strand=+, frame=0
VFG000552__spaO Made VFG000552__spaO into gene. strand=+, frame=0
VFG000553__invJ Made VFG000553__invJ into gene. strand=+, frame=0
VFG000554__invI Made VFG000554__invI into gene. strand=+, frame=0
VFG000555__invC Made VFG000555__invC into gene. strand=+, frame=0
VFG000556__invB Made VFG000556__invB into gene. strand=+, frame=0
VFG000557__invA Made VFG000557__invA into gene. strand=+, frame=0
VFG000558__invE Made VFG000558__invE into gene. strand=+, frame=0
VFG000559__invG Made VFG000559__invG into gene. strand=+, frame=0
VFG000560__invF Made VFG000560__invF into gene. strand=+, frame=0
VFG000561__invH Made VFG000561__invH into gene. strand=+, frame=0
VFG000574__mgtB Made VFG000574__mgtB into gene. strand=+, frame=0
VFG000575__mgtC Made VFG000575__mgtC into gene. strand=+, frame=0
VFG000581__siiE Remove: too long. Length: 16680
VFG000589__pipB Made VFG000589__pipB into gene. strand=+, frame=0
VFG000615__iucA Made VFG000615__iucA into gene. strand=+, frame=0
VFG000616__iucB Made VFG000616__iucB into gene. strand=+, frame=0
VFG000617__iucC Made VFG000617__iucC into gene. strand=+, frame=0
VFG000618__iucD Made VFG000618__iucD into gene. strand=+, frame=0
VFG000619__iutA Made VFG000619__iutA into gene. strand=+, frame=0
VFG000630__sigA Made VFG000630__sigA into gene. strand=+, frame=0
VFG000635__pic Made VFG000635__pic into gene. strand=+, frame=0
VFG000636__set1B Made VFG000636__set1B into gene. strand=+, frame=0
VFG000637__set1A Made VFG000637__set1A into gene. strand=+, frame=0
VFG000667__icsA_virG Made VFG000667__icsA_virG into gene. strand=+, frame=0
VFG000669__gtrA Made VFG000669__gtrA into gene. strand=+, frame=0
VFG000670__gtrB Made VFG000670__gtrB into gene. strand=+, frame=0
VFG000671__gtrII Made VFG000671__gtrII into gene. strand=+, frame=0
VFG000709__espG Made VFG000709__espG into gene. strand=+, frame=0
VFG000715__escR Made VFG000715__escR into gene. strand=+, frame=0
VFG000722__cesD Made VFG000722__cesD into gene. strand=+, frame=0
VFG000723__escC Made VFG000723__escC into gene. strand=+, frame=0
VFG000725__escJ Made VFG000725__escJ into gene. strand=+, frame=0
VFG000727__sepZ Made VFG000727__sepZ into gene. strand=+, frame=0
VFG000734__espH Made VFG000734__espH into gene. strand=+, frame=0
VFG000735__cesF Made VFG000735__cesF into gene. strand=+, frame=0
VFG000739__eae Made VFG000739__eae into gene. strand=+, frame=0
VFG000740__escD Made VFG000740__escD into gene. strand=+, frame=0
VFG000743__espD Made VFG000743__espD into gene. strand=+, frame=0
VFG000744__espB Made VFG000744__espB into gene. strand=+, frame=0
VFG000748__espF Made VFG000748__espF into gene. strand=+, frame=0
VFG000749__bfpA Made VFG000749__bfpA into gene. strand=+, frame=0
VFG000750__bfpG Made VFG000750__bfpG into gene. strand=+, frame=0
VFG000751__bfpB Made VFG000751__bfpB into gene. strand=+, frame=0
VFG000752__bfpC Made VFG000752__bfpC into gene. strand=+, frame=0
VFG000753__bfpU Made VFG000753__bfpU into gene. strand=+, frame=0
VFG000754__bfpD Made VFG000754__bfpD into gene. strand=+, frame=0
VFG000755__bfpE Made VFG000755__bfpE into gene. strand=+, frame=0
VFG000756__bfpF Made VFG000756__bfpF into gene. strand=+, frame=0
VFG000757__bfpP Made VFG000757__bfpP into gene. strand=+, frame=0
VFG000758__bfpH Made VFG000758__bfpH into gene. strand=+, frame=0
VFG000759__bfpI Made VFG000759__bfpI into gene. strand=+, frame=0
VFG000760__bfpJ Made VFG000760__bfpJ into gene. strand=+, frame=0
VFG000761__bfpK Made VFG000761__bfpK into gene. strand=+, frame=0
VFG000762__bfpL Made VFG000762__bfpL into gene. strand=+, frame=0
VFG000763__perA_bfpT Made VFG000763__perA_bfpT into gene. strand=+, frame=0
VFG000764__perB_bfpV Made VFG000764__perB_bfpV into gene. strand=+, frame=0
VFG000765__perC_bfpW Made VFG000765__perC_bfpW into gene. strand=+, frame=0
VFG000772__espC Made VFG000772__espC into gene. strand=+, frame=0
VFG000794__espF Made VFG000794__espF into gene. strand=+, frame=0
VFG000795__escG Made VFG000795__escG into gene. strand=+, frame=0
VFG000796__escF Made VFG000796__escF into gene. strand=+, frame=0
VFG000797__cesD2 Made VFG000797__cesD2 into gene. strand=+, frame=0
VFG000799__espD Made VFG000799__espD into gene. strand=+, frame=0
VFG000800__espA Made VFG000800__espA into gene. strand=+, frame=0
VFG000801__sepL Made VFG000801__sepL into gene. strand=+, frame=0
VFG000802__escD Made VFG000802__escD into gene. strand=+, frame=0
VFG000803__eae Made VFG000803__eae into gene. strand=+, frame=0
VFG000804__cesT Made VFG000804__cesT into gene. strand=+, frame=0
VFG000805__tir Made VFG000805__tir into gene. strand=+, frame=0
VFG000806__map Made VFG000806__map into gene. strand=+, frame=0
VFG000807__cesF Made VFG000807__cesF into gene. strand=+, frame=0
VFG000808__espH Made VFG000808__espH into gene. strand=+, frame=0
VFG000809__sepQ_escQ Made VFG000809__sepQ_escQ into gene. strand=+, frame=0
VFG000810__escP Made VFG000810__escP into gene. strand=+, frame=0
VFG000811__escO Made VFG000811__escO into gene. strand=+, frame=0
VFG000812__escN Made VFG000812__escN into gene. strand=+, frame=0
VFG000813__escV Made VFG000813__escV into gene. strand=+, frame=0
VFG000814__cesL Made VFG000814__cesL into gene. strand=+, frame=0
VFG000815__sepZ_espZ Made VFG000815__sepZ_espZ into gene. strand=+, frame=0
VFG000816__escI Made VFG000816__escI into gene. strand=+, frame=0
VFG000817__escJ Made VFG000817__escJ into gene. strand=+, frame=0
VFG000818__sepD Made VFG000818__sepD into gene. strand=+, frame=0
VFG000819__escC Made VFG000819__escC into gene. strand=+, frame=0
VFG000820__cesD Made VFG000820__cesD into gene. strand=+, frame=0
VFG000821__glrA Made VFG000821__glrA into gene. strand=+, frame=0
VFG000822__glrR Made VFG000822__glrR into gene. strand=+, frame=0
VFG000823__etgA Made VFG000823__etgA into gene. strand=+, frame=0
VFG000824__escU Made VFG000824__escU into gene. strand=+, frame=0
VFG000825__escT Made VFG000825__escT into gene. strand=+, frame=0
VFG000826__escS Made VFG000826__escS into gene. strand=+, frame=0
VFG000827__escR Made VFG000827__escR into gene. strand=+, frame=0
VFG000828__escL Made VFG000828__escL into gene. strand=+, frame=0
VFG000829__orf4 Made VFG000829__orf4 into gene. strand=+, frame=0
VFG000830__cesAB Made VFG000830__cesAB into gene. strand=+, frame=0
VFG000831__escE Made VFG000831__escE into gene. strand=+, frame=0
VFG000832__ler Made VFG000832__ler into gene. strand=+, frame=0
VFG000833__espG Made VFG000833__espG into gene. strand=+, frame=0
VFG000834__Z5143 Made VFG000834__Z5143 into gene. strand=+, frame=0
VFG000835__stx1A Made VFG000835__stx1A into gene. strand=+, frame=0
VFG000836__stx1B Made VFG000836__stx1B into gene. strand=+, frame=0
VFG000837__stx2A Made VFG000837__stx2A into gene. strand=+, frame=0
VFG000838__stx2B Made VFG000838__stx2B into gene. strand=+, frame=0
VFG000839__paa Made VFG000839__paa into gene. strand=+, frame=0
VFG000840__hlyA Made VFG000840__hlyA into gene. strand=+, frame=0
VFG000841__hlyB Made VFG000841__hlyB into gene. strand=+, frame=0
VFG000842__hlyC Made VFG000842__hlyC into gene. strand=+, frame=0
VFG000843__hlyD Made VFG000843__hlyD into gene. strand=+, frame=0
VFG000844__espP Made VFG000844__espP into gene. strand=+, frame=0
VFG000845__toxB Made VFG000845__toxB into gene. strand=+, frame=0
VFG000846__stcE Made VFG000846__stcE into gene. strand=+, frame=0
VFG000847__aggA Made VFG000847__aggA into gene. strand=+, frame=0
VFG000848__aggB Made VFG000848__aggB into gene. strand=+, frame=0
VFG000849__aggC Made VFG000849__aggC into gene. strand=+, frame=0
VFG000850__aggD Made VFG000850__aggD into gene. strand=+, frame=0
VFG000851__aafA Made VFG000851__aafA into gene. strand=+, frame=0
VFG000852__aafD Made VFG000852__aafD into gene. strand=+, frame=0
VFG000853__aafC Made VFG000853__aafC into gene. strand=+, frame=0
VFG000854__aafB Made VFG000854__aafB into gene. strand=+, frame=0
VFG000855__agg3A Made VFG000855__agg3A into gene. strand=+, frame=0
VFG000856__agg3B Made VFG000856__agg3B into gene. strand=+, frame=0
VFG000857__agg3C Made VFG000857__agg3C into gene. strand=+, frame=0
VFG000858__agg3D Made VFG000858__agg3D into gene. strand=+, frame=0
VFG000859__set1A Made VFG000859__set1A into gene. strand=+, frame=0
VFG000860__set1B Made VFG000860__set1B into gene. strand=+, frame=0
VFG000861__pic Made VFG000861__pic into gene. strand=+, frame=0
VFG000862__pet Made VFG000862__pet into gene. strand=+, frame=0
VFG000863__astA Made VFG000863__astA into gene. strand=+, frame=0
VFG000864__aggR Made VFG000864__aggR into gene. strand=+, frame=0
VFG000865__aap_aspU Made VFG000865__aap_aspU into gene. strand=+, frame=0
VFG000871__fimB Made VFG000871__fimB into gene. strand=+, frame=0
VFG000872__fimE Made VFG000872__fimE into gene. strand=+, frame=0
VFG000873__fimA Made VFG000873__fimA into gene. strand=+, frame=0
VFG000874__fimI Made VFG000874__fimI into gene. strand=+, frame=0
VFG000875__fimC Made VFG000875__fimC into gene. strand=+, frame=0
VFG000876__fimD Made VFG000876__fimD into gene. strand=+, frame=0
VFG000877__fimF Made VFG000877__fimF into gene. strand=+, frame=0
VFG000878__fimG Made VFG000878__fimG into gene. strand=+, frame=0
VFG000879__fimH Made VFG000879__fimH into gene. strand=+, frame=0
VFG000880__papI Made VFG000880__papI into gene. strand=+, frame=0
VFG000881__papB Made VFG000881__papB into gene. strand=+, frame=0
VFG000882__papA Made VFG000882__papA into gene. strand=+, frame=0
VFG000883__papH Made VFG000883__papH into gene. strand=+, frame=0
VFG000884__papC Made VFG000884__papC into gene. strand=+, frame=0
VFG000885__papD Made VFG000885__papD into gene. strand=+, frame=0
VFG000886__papJ Made VFG000886__papJ into gene. strand=+, frame=0
VFG000887__papK Made VFG000887__papK into gene. strand=+, frame=0
VFG000888__papE Made VFG000888__papE into gene. strand=+, frame=0
VFG000889__papF Made VFG000889__papF into gene. strand=+, frame=0
VFG000890__papG Made VFG000890__papG into gene. strand=+, frame=0
VFG000891__papI Made VFG000891__papI into gene. strand=+, frame=0
VFG000893__papA Made VFG000893__papA into gene. strand=+, frame=0
VFG000894__papH Made VFG000894__papH into gene. strand=+, frame=0
VFG000895__papC Made VFG000895__papC into gene. strand=+, frame=0
VFG000896__papD Made VFG000896__papD into gene. strand=+, frame=0
VFG000901__papG Made VFG000901__papG into gene. strand=+, frame=0
VFG000902__sat Made VFG000902__sat into gene. strand=+, frame=0
VFG000903__pic Made VFG000903__pic into gene. strand=+, frame=0
VFG000904__vat Made VFG000904__vat into gene. strand=+, frame=0
VFG000905__hlyC Made VFG000905__hlyC into gene. strand=+, frame=0
VFG000906__hlyA Made VFG000906__hlyA into gene. strand=+, frame=0
VFG000907__hlyB Made VFG000907__hlyB into gene. strand=+, frame=0
VFG000908__hlyD Made VFG000908__hlyD into gene. strand=+, frame=0
VFG000909__focA Made VFG000909__focA into gene. strand=+, frame=0
VFG000910__focI Made VFG000910__focI into gene. strand=+, frame=0
VFG000911__focC Made VFG000911__focC into gene. strand=+, frame=0
VFG000912__focD Made VFG000912__focD into gene. strand=+, frame=0
VFG000913__focF Made VFG000913__focF into gene. strand=+, frame=0
VFG000914__focG Made VFG000914__focG into gene. strand=+, frame=0
VFG000915__focH Made VFG000915__focH into gene. strand=+, frame=0
VFG000916__chuS Made VFG000916__chuS into gene. strand=+, frame=0
VFG000917__chuA Made VFG000917__chuA into gene. strand=+, frame=0
VFG000918__chuT Made VFG000918__chuT into gene. strand=+, frame=0
VFG000919__chuW Made VFG000919__chuW into gene. strand=+, frame=0
VFG000920__chuX Made VFG000920__chuX into gene. strand=+, frame=0
VFG000921__chuY Made VFG000921__chuY into gene. strand=+, frame=0
VFG000922__chuU Made VFG000922__chuU into gene. strand=+, frame=0
VFG000923__fepA Made VFG000923__fepA into gene. strand=+, frame=0
VFG000924__fepB Made VFG000924__fepB into gene. strand=+, frame=0
VFG000925__fepC Made VFG000925__fepC into gene. strand=+, frame=0
VFG000926__fepD Made VFG000926__fepD into gene. strand=+, frame=0
VFG000927__fepE Made VFG000927__fepE into gene. strand=+, frame=0
VFG000928__fepG Made VFG000928__fepG into gene. strand=+, frame=0
VFG000929__entD Made VFG000929__entD into gene. strand=+, frame=0
VFG000930__entF Made VFG000930__entF into gene. strand=+, frame=0
VFG000931__entC Made VFG000931__entC into gene. strand=+, frame=0
VFG000932__entE Made VFG000932__entE into gene. strand=+, frame=0
VFG000933__entB Made VFG000933__entB into gene. strand=+, frame=0
VFG000934__entA Made VFG000934__entA into gene. strand=+, frame=0
VFG000935__iroN Made VFG000935__iroN into gene. strand=+, frame=0
VFG000936__iutA Made VFG000936__iutA into gene. strand=+, frame=0
VFG000937__iucD Made VFG000937__iucD into gene. strand=+, frame=0
VFG000938__iucC Made VFG000938__iucC into gene. strand=+, frame=0
VFG000939__iucB Made VFG000939__iucB into gene. strand=+, frame=0
VFG000940__iucA Made VFG000940__iucA into gene. strand=+, frame=0
VFG000942__draA Made VFG000942__draA into gene. strand=+, frame=0
VFG000943__draB Made VFG000943__draB into gene. strand=+, frame=0
VFG000944__draC Made VFG000944__draC into gene. strand=+, frame=0
VFG000945__draD Made VFG000945__draD into gene. strand=+, frame=0
VFG000946__draP Made VFG000946__draP into gene. strand=+, frame=0
VFG000984__ipaA Made VFG000984__ipaA into gene. strand=+, frame=0
VFG000985__ipaD Made VFG000985__ipaD into gene. strand=+, frame=0
VFG000986__ipaC Made VFG000986__ipaC into gene. strand=+, frame=0
VFG000987__ipaB Made VFG000987__ipaB into gene. strand=+, frame=0
VFG000988__ipgC Made VFG000988__ipgC into gene. strand=+, frame=0
VFG000989__ipgB1 Made VFG000989__ipgB1 into gene. strand=+, frame=0
VFG000990__ipgA Made VFG000990__ipgA into gene. strand=+, frame=0
VFG000991__icsB Made VFG000991__icsB into gene. strand=+, frame=0
VFG000992__ipgD Made VFG000992__ipgD into gene. strand=+, frame=0
VFG000993__ipgE Made VFG000993__ipgE into gene. strand=+, frame=0
VFG000994__ipgF Made VFG000994__ipgF into gene. strand=+, frame=0
VFG000995__mxiG Made VFG000995__mxiG into gene. strand=+, frame=0
VFG000996__mxiH Made VFG000996__mxiH into gene. strand=+, frame=0
VFG000997__mxiI Made VFG000997__mxiI into gene. strand=+, frame=0
VFG000998__mxiJ Made VFG000998__mxiJ into gene. strand=+, frame=0
VFG000999__mxiK Made VFG000999__mxiK into gene. strand=+, frame=0
VFG001000__mxiN Made VFG001000__mxiN into gene. strand=+, frame=0
VFG001001__mxiL Made VFG001001__mxiL into gene. strand=+, frame=0
VFG001002__mxiM Made VFG001002__mxiM into gene. strand=+, frame=0
VFG001003__mxiE Made VFG001003__mxiE into gene. strand=+, frame=0
VFG001004__mxiD Made VFG001004__mxiD into gene. strand=+, frame=0
VFG001005__mxiC Made VFG001005__mxiC into gene. strand=+, frame=0
VFG001006__mxiA Made VFG001006__mxiA into gene. strand=+, frame=0
VFG001007__spa15 Made VFG001007__spa15 into gene. strand=+, frame=0
VFG001008__spa47 Made VFG001008__spa47 into gene. strand=+, frame=0
